Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
6/04/11 9:06,VR2W-104861,A69-9002-2116,,,13,ADC,,,
6/04/11 20:33,VR2W-104861,A69-9002-2116,,,6,ADC,,,
7/04/11 3:45,VR2W-104861,A69-9002-2116,,,4,ADC,,,
7/04/11 3:50,VR2W-104861,A69-9002-2116,,,14,ADC,,,
7/04/11 3:53,VR2W-104861,A69-9002-2116,,,13,ADC,,,
7/04/11 3:56,VR2W-104861,A69-9002-2116,,,7,ADC,,,
7/04/11 7:45,VR2W-104861,A69-9002-2116,,,4,ADC,,,
7/04/11 7:47,VR2W-104861,A69-9002-2116,,,4,ADC,,,
7/04/11 7:57,VR2W-104861,A69-9002-2116,,,6,ADC,,,
7/04/11 8:00,VR2W-104861,A69-9002-2116,,,4,ADC,,,
7/04/11 8:06,VR2W-104861,A69-9002-2116,,,4,ADC,,,
7/04/11 8:18,VR2W-104861,A69-9002-2116,,,6,ADC,,,
7/04/11 8:23,VR2W-104861,A69-9002-2116,,,7,ADC,,,
7/04/11 8:33,VR2W-104861,A69-9002-2116,,,8,ADC,,,
7/04/11 8:35,VR2W-104861,A69-9002-2116,,,9,ADC,,,
7/04/11 8:37,VR2W-104861,A69-9002-2116,,,10,ADC,,,
7/04/11 8:40,VR2W-104861,A69-9002-2116,,,9,ADC,,,
7/04/11 8:43,VR2W-104861,A69-9002-2116,,,10,ADC,,,
7/04/11 8:49,VR2W-104861,A69-9002-2116,,,5,ADC,,,
7/04/11 8:57,VR2W-104861,A69-9002-2116,,,13,ADC,,,
7/04/11 9:03,VR2W-104861,A69-9002-2116,,,14,ADC,,,
7/04/11 9:06,VR2W-104861,A69-9002-2116,,,11,ADC,,,
7/04/11 9:09,VR2W-104861,A69-9002-2116,,,5,ADC,,,
7/04/11 9:11,VR2W-104861,A69-9002-2116,,,7,ADC,,,
7/04/11 9:13,VR2W-104861,A69-9002-2116,,,9,ADC,,,
7/04/11 9:32,VR2W-104861,A69-9002-2116,,,16,ADC,,,
7/04/11 9:35,VR2W-104861,A69-9002-2116,,,11,ADC,,,
7/04/11 9:36,VR2W-104861,A69-9002-2116,,,7,ADC,,,
7/04/11 9:38,VR2W-104861,A69-9002-2116,,,9,ADC,,,
7/04/11 9:39,VR2W-104861,A69-9002-2116,,,9,ADC,,,
7/04/11 9:40,VR2W-104861,A69-9002-2116,,,10,ADC,,,
7/04/11 9:42,VR2W-104861,A69-9002-2116,,,8,ADC,,,
7/04/11 9:43,VR2W-104861,A69-9002-2116,,,4,ADC,,,
7/04/11 9:44,VR2W-104861,A69-9002-2116,,,7,ADC,,,
7/04/11 9:46,VR2W-104861,A69-9002-2116,,,9,ADC,,,
7/04/11 9:52,VR2W-104861,A69-9002-2116,,,10,ADC,,,
7/04/11 9:54,VR2W-104861,A69-9002-2116,,,10,ADC,,,
7/04/11 10:33,VR2W-104861,A69-9002-2116,,,6,ADC,,,
7/04/11 10:45,VR2W-104861,A69-9002-2116,,,5,ADC,,,
20/04/11 19:56,VR2W-104861,A69-9002-2116,,,9,ADC,,,
20/04/11 19:58,VR2W-104861,A69-9002-2116,,,15,ADC,,,
20/04/11 20:01,VR2W-104861,A69-9002-2116,,,13,ADC,,,
20/04/11 20:04,VR2W-104861,A69-9002-2116,,,5,ADC,,,
21/04/11 18:13,VR2W-104861,A69-9002-2116,,,13,ADC,,,
21/04/11 18:20,VR2W-104861,A69-9002-2116,,,11,ADC,,,
